PomeroyRank,Team,Conf,TeamID,Season,AdjEM,AdjO,AdjD,AdjT,Luck,SOSAdjEM,OppO,OppD,NCSOSAdjEM
344,Maryland Eastern Shore,MEAC,1271,2013,-24.68,86.6,111.3,62.6,-0.028,-4.66,96.8,101.5,4.69
336,Maryland Eastern Shore,MEAC,1271,2014,-20.22,99.1,119.3,65.1,-0.036,-7.27,99.8,107.1,0.93
207,Maryland Eastern Shore,MEAC,1271,2015,-3.33,104.5,107.8,64.4,0.04,-5.65,100.5,106.2,3.39
318,Maryland Eastern Shore,MEAC,1271,2016,-15.28,98.5,113.8,67.2,-0.009,-6.74,101,107.7,8.95
321,Maryland Eastern Shore,MEAC,1271,2017,-14.83,97.8,112.7,68.5,0.039,-7.48,100.7,108.2,8.64
349,Maryland Eastern Shore,MEAC,1271,2018,-27.06,90.8,117.8,65.9,-0.018,-7.58,101,108.5,7.48
52,Maryland 2,ACC,1268,2013,13.62,107.1,93.4,66.2,-0.032,4.07,105.3,101.2,-11.03
13,Maryland 4,ACC,1268,2010,22.37,118.3,95.9,68.7,-0.023,8.87,106.7,97.8,-4.35
33,Maryland 4,B10,1268,2015,15.68,111.3,95.7,63.9,0.127,7.15,108.3,101.1,-3.33
22,Maryland 5,B10,1268,2016,20.25,116.2,95.9,67.4,0.016,8.6,109.2,100.6,-1.86
46,Maryland 6,B10,1268,2017,14.34,113.1,98.7,67.2,0.061,7.74,108.3,100.6,-1.1
167,Massachusetts,A10,1269,2010,0.12,102.7,102.6,68.6,0.004,6.34,106.5,100.2,4.61
180,Massachusetts,A10,1269,2011,-1.32,98.4,99.7,66.5,0.044,0.94,104.2,103.3,-1.9
125,Massachusetts,A10,1269,2015,4.16,106.5,102.3,67,0.069,5.03,106.2,101.2,6.2
167,Massachusetts,A10,1269,2016,-0.29,102.8,103.1,70.8,0.008,3,106.4,103.4,-2.99
158,Massachusetts,A10,1269,2017,0.63,100.6,100,71.9,-0.042,0.85,104.9,104.1,-4.53
207,Massachusetts,A10,1269,2018,-4.09,106.4,110.5,66.4,-0.013,-0.54,104.3,104.8,-3.17
86,Massachusetts 2,A10,1269,2013,7.91,107.4,99.5,69.8,0.08,4.89,105.2,100.3,1.28
74,Massachusetts 5,A10,1269,2012,9.83,106.2,96.3,73.2,0.055,3.72,105,101.2,-4.83
50,Massachusetts 6,A10,1269,2014,13.46,110,96.5,70.3,0.065,7.33,108,100.6,5.53
279,McNeese St.,Slnd,1270,2010,-11.86,99,110.9,65.4,-0.022,-4.06,100.4,104.4,1.61
221,McNeese St.,Slnd,1270,2012,-4.75,100.9,105.7,64.2,0.043,-2.44,100.8,103.3,5.64
291,McNeese St.,Slnd,1270,2013,-12.23,96,108.2,62.9,0.089,-4.33,100.2,104.6,5.79
310,McNeese St.,Slnd,1270,2014,-14.07,97.9,112,65.8,0.041,-3.04,103.7,106.8,15.05
300,McNeese St.,Slnd,1270,2015,-11.58,100.6,112.1,62.8,0.035,-6.37,102.2,108.6,9.48
327,McNeese St.,Slnd,1270,2016,-16.44,97.8,114.3,68,0.012,-7.59,101.9,109.5,13.75
316,McNeese St.,Slnd,1270,2017,-14.01,96.3,110.3,69.9,-0.057,-3.42,103.2,106.6,7.94
291,McNeese St.,Slnd,1270,2018,-11.47,100.6,112.1,70.4,-0.025,-5.05,101.5,106.5,7.74
206,McNeese St. 8,Slnd,1270,2011,-3.88,105.5,109.4,65.1,0.083,-6.24,99.8,106,1.89
87,Memphis,Amer,1272,2015,7.51,105.5,98,66.2,-0.033,1.21,104,102.7,-1.46
75,Memphis,Amer,1272,2016,10.1,107.5,97.4,73.4,-0.098,2.01,104.3,102.3,-6.79
101,Memphis,Amer,1272,2017,6.02,107,101,68.4,0.026,1.65,104.7,103,-4.46
161,Memphis,Amer,1272,2018,0.78,107.5,106.7,66.6,0.135,0.42,104.7,104.2,-6.39
90,Memphis 12,CUSA,1272,2011,6.98,104.5,97.6,67.6,0.117,2.11,104.8,102.7,-4.74
49,Memphis 3,CUSA,1272,2010,15.24,115.3,100.1,65.2,-0.038,1.87,103.8,102,-4.79
37,Memphis 6,CUSA,1272,2013,16.33,107.3,91,68.3,0.056,1.9,104.8,102.9,0.43
12,Memphis 8,CUSA,1272,2012,21.9,114.2,92.3,67.5,-0.064,5.1,104.9,99.8,6.96
36,Memphis 8,Amer,1272,2014,15.22,112.4,97.1,67.5,0.048,7.25,108.3,101.1,0.02
205,Mercer,ASun,1273,2010,-3.33,107.8,111.2,68.1,-0.014,-2.54,100.2,102.7,10.38
202,Mercer,ASun,1273,2011,-3.67,101.1,104.8,65.3,-0.001,-2.52,101,103.5,1.72
96,Mercer,ASun,1273,2012,7.71,105.1,97.4,64.2,0.02,-0.87,103,103.8,0.8
185,Mercer,SC,1273,2015,-1.52,104.5,106,60.9,-0.049,-5.49,102.1,107.6,2.33
182,Mercer,SC,1273,2016,-1.67,105.8,107.5,63.4,-0.025,-4.03,103.5,107.5,-2.24
145,Mercer,SC,1273,2017,1.37,109.6,108.2,61.7,-0.064,0.1,105.4,105.3,3.55
154,Mercer,SC,1273,2018,1.27,111.7,110.5,64.3,-0.047,-2.86,102.9,105.8,-0.19
87,Mercer 14,ASun,1273,2014,8.34,110.8,102.4,63.6,0.022,-4.44,103.6,108,4.65
127,Mercer 7,ASun,1273,2013,3.96,104,100.1,61.3,0.027,-4.51,100.4,104.9,2.75
55,Miami FL,ACC,1274,2010,14.79,112.2,97.4,65.3,-0.069,6.02,104.3,98.3,-11.44
77,Miami FL,ACC,1274,2014,9.88,109.2,99.3,57,-0.045,5.7,107.2,101.5,-3.54
61,Miami FL 2,ACC,1274,2011,12.59,112.8,100.2,64.4,-0.05,6.36,106.4,100,-1.93
47,Miami FL 2,ACC,1274,2012,13.18,111,97.9,63.6,-0.038,5.45,105.3,99.9,1.06
13,Miami FL 2,ACC,1274,2013,22.37,113.6,91.3,61.9,0.028,8.41,107.7,99.3,4.96
41,Miami FL 2,ACC,1274,2015,14.49,112.5,98.1,62.5,0.022,7,107.5,100.5,-1.99
15,Miami FL 3,ACC,1274,2016,22.44,119.4,96.9,65.9,0.077,11.67,111.6,99.9,2.63
37,Miami FL 6,ACC,1274,2018,15.43,112.9,97.4,67,0.017,8.08,109.1,101,-3.82
42,Miami FL 8,ACC,1274,2017,15.03,109.9,94.9,63,0.031,9.39,110.7,101.3,-4.48
143,Miami OH,MAC,1275,2010,2.79,103.9,101.1,59.7,-0.028,3.57,104.5,101,8.08
188,Miami OH,MAC,1275,2011,-2.11,105.5,107.6,62.5,0.119,3.35,104.9,101.6,11.75
191,Miami OH,MAC,1275,2012,-2.61,102.4,105.1,59.5,-0.038,3.27,105.1,101.8,5.56
241,Miami OH,MAC,1275,2013,-7.03,98.7,105.7,64.1,-0.066,1.44,102.7,101.3,4.96
218,Miami OH,MAC,1275,2014,-4.63,98.9,103.5,65.4,0.076,0.26,104.6,104.4,4.24
215,Miami OH,MAC,1275,2015,-4.02,102.5,106.6,64.6,0.009,-0.08,104.3,104.4,-5.44
247,Miami OH,MAC,1275,2016,-7.25,97.4,104.7,64.3,0.046,-0.62,104.8,105.4,-3.98
279,Miami OH,MAC,1275,2017,-10.05,95.9,106,68.6,0.052,-2.31,104.3,106.7,-6.71
194,Miami OH,MAC,1275,2018,-2.82,100.2,103,66.7,0.022,-0.68,104.8,105.5,1.72
70,Michigan,B10,1276,2010,11.48,107.4,95.9,61.8,-0.079,9.27,107.7,98.4,2.62
74,Michigan,B10,1276,2015,9.55,110,100.5,59.7,-0.008,9.39,109.4,100,0.28
3,Michigan St. 1,B10,1277,2012,27.87,114.7,86.9,64.3,-0.027,10.21,108.6,98.4,-1.07
45,Michigan St. 10,B10,1277,2011,15.08,109.5,94.4,65,0.01,13.7,111,97.3,6.7
5,Michigan St. 2,B10,1277,2016,27.97,123.4,95.5,66.5,-0.012,7.19,107.5,100.3,0.4
10,Michigan St. 3,B10,1277,2013,24.17,112.6,88.5,63.1,0.001,11.91,108.8,96.9,-0.75
6,Michigan St. 3,B10,1277,2018,25.41,119.2,93.8,67,0.038,6.64,108.6,101.9,-5.03
9,Michigan St. 4,B10,1277,2014,23.92,118.6,94.7,64.4,-0.003,10.44,110.2,99.7,0.57
20,Michigan St. 5,B10,1277,2010,20.13,112.8,92.7,65.3,0.027,9.03,107.5,98.5,-0.94
15,Michigan St. 7,B10,1277,2015,21.72,116.6,94.9,63.1,-0.017,10.49,110.3,99.8,-0.88
40,Michigan St. 9,B10,1277,2017,15.51,111.4,95.9,66.9,-0.011,10.99,110.6,99.6,4.01
50,Michigan 11,B10,1276,2016,14.15,114.6,100.5,65.8,0.013,8.96,110.1,101.1,-2.15
12,Michigan 2,B10,1276,2014,23.44,123.9,100.5,61,0.047,11.65,110.3,98.6,0.62
7,Michigan 3,B10,1276,2018,24.2,114.7,90.5,64.9,0.052,10.32,111.4,101.1,-4.83
22,Michigan 4,B10,1276,2012,17.52,114.3,96.8,60.1,0.058,10.65,109,98.3,-0.11
4,Michigan 4,B10,1276,2013,27.86,121.9,94,64,-0.007,11.13,108.2,97,-3.09
20,Michigan 7,B10,1276,2017,23.05,122.3,99.2,63.1,-0.025,10.76,110.3,99.5,-0.53
30,Michigan 8,B10,1276,2011,17.69,112.8,95.1,61.5,-0.014,12,110.7,98.7,-1.19
164,Middle Tennessee,SB,1292,2010,0.65,101.4,100.7,64.7,-0.044,-4.83,100.6,105.4,-1.97
189,Middle Tennessee,SB,1292,2011,-2.19,98.5,100.7,65.6,-0.071,-6.03,100.7,106.7,-2.45
89,Middle Tennessee,CUSA,1292,2014,8.24,105.3,97,62.6,0.047,-1.84,103.3,105.1,-2.15
158,Middle Tennessee,CUSA,1292,2015,0.59,102.3,101.7,61,0.003,-0.57,103.7,104.3,1.22
44,Middle Tennessee 11,SB,1292,2013,14.77,107.3,92.5,63.4,0.052,-2.3,100.7,103,4.87
43,Middle Tennessee 12,CUSA,1292,2017,14.95,112.2,97.2,64.6,0.011,-0.93,104.4,105.3,3.86
119,Middle Tennessee 15,CUSA,1292,2016,4.76,104.6,99.9,67.6,0.088,-0.58,105.5,106.1,2.11
45,Middle Tennessee 3,CUSA,1292,2018,14.68,111.3,96.6,66.5,0.008,3.58,107.5,103.9,7.65
49,Middle Tennessee 4,SB,1292,2012,12.92,108.5,95.6,65.4,-0.003,-0.13,103.1,103.3,4.47
130,Milwaukee,Horz,1454,2010,3.89,105.5,101.6,66.3,0.032,1.07,103.5,102.5,-0.14
144,Milwaukee,Horz,1454,2012,2.3,100.6,98.3,65.2,0.033,0.23,102.4,102.1,2.98
301,Milwaukee,Horz,1454,2013,-13.34,95.2,108.6,64.6,-0.004,0.59,102.6,102,-1.56
211,Milwaukee,Horz,1454,2015,-3.76,103.1,106.9,64.4,0.043,0.89,105.6,104.7,3.08
114,Milwaukee,Horz,1454,2016,5.2,112.5,107.3,65.9,-0.077,-2.01,104.1,106.1,-0.91
259,Milwaukee,Horz,1454,2017,-8.37,99.9,108.3,62.5,-0.023,-1.39,104.2,105.6,2.15
196,Milwaukee,Horz,1454,2018,-3.11,100.3,103.4,65.7,-0.023,-4.43,102.3,106.7,-2.02
168,Milwaukee 15,Horz,1454,2014,0.08,104.7,104.6,65.8,0.119,0.03,104.4,104.4,-2.92
138,Milwaukee 5,Horz,1454,2011,2.69,104.8,102.1,65.4,0.119,3.12,106,102.9,2.34
58,Minnesota,B10,1278,2011,13.15,110.5,97.4,64.9,-0.018,9.94,110.1,100.2,-0.82
52,Minnesota,B10,1278,2015,13.06,112.7,99.7,67.3,-0.099,6.8,107,100.2,-5.45
192,Minnesota,B10,1278,2016,-2.77,101.5,104.3,68.4,-0.061,6.13,108.7,102.6,-1.91
117,Minnesota,B10,1278,2018,5.08,108.7,103.7,69.8,-0.02,6.85,108.8,101.9,-5.09
46,Minnesota 1,B10,1278,2014,13.93,113.8,99.9,63.3,0.044,8.28,108.9,100.7,-3.49
34,Minnesota 11,B10,1278,2010,17.97,112,94.1,65.6,-0.055,8.37,107.7,99.3,-3.72
20,Minnesota 11,B10,1278,2013,19.85,114.8,95,62.3,-0.036,11.22,108.5,97.3,2.07
37,Minnesota 5,B10,1278,2017,16,109.7,93.7,69.5,0.022,8.09,108.9,100.8,-1.81
52,Minnesota 6,B10,1278,2012,12.77,108.5,95.8,63.9,0.018,8.15,107.8,99.6,-5.15
83,Mississippi,SEC,1279,2014,8.87,111.2,102.3,68.1,-0.006,5.13,106.5,101.3,-0.73
77,Mississippi,SEC,1279,2016,9.88,111.9,102,68.5,0.022,4.44,105.9,101.4,-3.59
108,Mississippi,SEC,1279,2018,6.42,111.1,104.7,70,-0.053,9.62,109.7,100,0.9
133,Mississippi St.,SEC,1280,2011,3.09,107.5,104.4,66.1,0.061,1.92,103.9,101.9,-5.51
256,Mississippi St.,SEC,1280,2013,-8.01,91.8,99.9,66.8,-0.01,4.36,104.4,100.1,-6.01
205,Mississippi St.,SEC,1280,2014,-3.35,100.3,103.6,66.8,0.032,1.92,105.3,103.3,-14.41
159,Mississippi St.,SEC,1280,2015,0.58,100.7,100.1,63.8,-0.034,4.23,106.2,102,-8.42
78,Mississippi St.,SEC,1280,2016,9.62,110.1,100.5,69.3,-0.12,5.66,108,102.4,-4.51
88,Mississippi St.,SEC,1280,2017,7.27,106.6,99.3,68.9,-0.032,5.29,106.3,101,-6.24
45,Mississippi St. 1,SEC,1280,2010,15.98,109.7,93.7,66.5,-0.049,5.51,105.5,100,-2.76
77,Mississippi St. 4,SEC,1280,2012,9.35,111.7,102.4,63.9,0.007,3.39,104.3,101,-4.08
54,Mississippi St. 4,SEC,1280,2018,13.61,110.5,96.9,67.3,0.042,7.03,108.5,101.5,-10.55
328,Mississippi Valley St.,SWAC,1290,2010,-20.4,91.6,112,67.2,-0.005,-9.29,94.7,104,6.36
309,Mississippi Valley St.,SWAC,1290,2011,-14.44,93.8,108.3,71.3,0.036,-9.18,96.3,105.5,13.46
339,Mississippi Valley St.,SWAC,1290,2013,-22.01,90.1,112.1,69.4,-0.07,-8.3,96.4,104.7,7
347,Mississippi Valley St.,SWAC,1290,2014,-22.93,93,115.9,70.9,0.012,-8.65,98.8,107.4,6.21
348,Mississippi Valley St.,SWAC,1290,2015,-25.69,91.6,117.3,70.1,-0.001,-7.6,98.8,106.4,5.71
341,Mississippi Valley St.,SWAC,1290,2016,-19.33,91.5,110.8,71.2,-0.001,-6.55,99.9,106.4,4.99
344,Mississippi Valley St.,SWAC,1290,2017,-22.54,95.8,118.3,71.3,0.025,-6.99,100.3,107.3,11.61
348,Mississippi Valley St.,SWAC,1290,2018,-24.21,90.3,114.5,69.4,-0.032,-7.46,100.3,107.8,7.23
237,Mississippi Valley St. 16,SWAC,1290,2012,-6.3,98,104.2,68.9,0.125,-8.67,96.5,105.2,14.37
46,Mississippi 11,SEC,1279,2015,13.88,114.5,100.6,66.2,-0.033,7.1,107.3,100.2,-1.19
34,Mississippi 12,SEC,1279,2013,16.95,112.3,95.3,69.2,-0.011,3.19,103.4,100.2,-7.55
48,Mississippi 2,SEC,1279,2010,15.77,112.9,97.2,68.7,-0.034,5.66,105.6,100,-2.73
95,Mississippi 2,SEC,1279,2012,7.75,104.7,96.9,65.4,0.066,6.08,105.7,99.6,0.73
76,Mississippi 5,SEC,1279,2011,9.91,113,103.1,66,-0.042,3.13,104.1,101,-2.6
74,Mississippi 5,SEC,1279,2017,10.16,111.1,100.9,71.6,0.062,7.31,107.8,100.5,-0.73
192,Missouri,SEC,1281,2015,-2.09,102,104.1,62,-0.019,9.07,108.3,99.3,2.99
159,Missouri,SEC,1281,2016,0.2,104.7,104.5,68,-0.088,6.9,108,101.1,-2.01
156,Missouri,SEC,1281,2017,0.64,101.5,100.9,68,-0.16,6.83,108.1,101.3,-5.07
75,Missouri St.,MVC,1283,2010,10.85,111.8,100.9,64.5,-0.05,1.07,103.3,102.3,-4.44
86,Missouri St.,MVC,1283,2012,8.23,105.3,97.1,62.4,-0.093,4.7,105.9,101.2,4.09
212,Missouri St.,MVC,1283,2013,-3.82,101,104.8,59.6,0.023,6,105.5,99.5,0.98
157,Missouri St.,MVC,1283,2014,1.01,106.5,105.5,63,0.114,0.73,104.8,104,-2.81
255,Missouri St.,MVC,1283,2015,-7.52,98.9,106.5,61.3,-0.01,1.51,104.8,103.3,-1.06
224,Missouri St.,MVC,1283,2016,-5.38,100.4,105.8,68.9,0.06,1.99,104.3,102.3,2.12
134,Missouri St.,MVC,1283,2017,2.27,108.3,106,66.2,-0.055,-0.26,103.6,103.9,-6.25
120,Missouri St.,MVC,1283,2018,4.81,108.3,103.5,65.5,-0.046,1.05,103.9,102.9,-3.02
69,Missouri St. 3,MVC,1283,2011,11.06,114,102.9,62,0.025,0.71,103.3,102.6,-1.53
22,Missouri 10,B12,1281,2010,19.99,111.5,91.5,68.8,-0.035,8.17,107.1,98.9,-6.1
42,Missouri 11,B12,1281,2011,15.54,113.4,97.8,70.7,-0.013,6.5,106.9,100.4,-4.76
7,Missouri 2,B12,1281,2012,25.28,125.1,99.8,65.4,0.017,5.8,105.7,99.9,-6.18
69,Missouri 2,SEC,1281,2014,10.84,114.1,103.2,64.8,0.062,6.06,107.5,101.4,-1.15
40,Missouri 8,SEC,1281,2018,14.83,111.9,97,65.7,-0.025,9.55,109.8,100.2,1.07
25,Missouri 9,SEC,1281,2013,18.53,114.9,96.4,66.3,-0.032,5.62,105.1,99.5,-2.02
296,Monmouth,NEC,1284,2010,-13.46,92.5,105.9,65.6,-0.031,-9.33,96.8,106.1,-3.94
281,Monmouth,NEC,1284,2011,-10.57,94.5,105.1,62.6,-0.028,-4.34,100.7,105.1,-0.74
290,Monmouth,NEC,1284,2012,-11.29,97,108.3,68,0.061,-2.57,101.8,104.3,3.05
309,Monmouth,NEC,1284,2013,-13.9,91.7,105.6,68.4,0.019,-4.32,101.3,105.7,0.58
269,Monmouth,MAAC,1284,2014,-8.45,96.8,105.3,66.6,-0.033,-2.91,103.8,106.7,-6.43
183,Monmouth,MAAC,1284,2015,-1.38,100.8,102.1,63.6,0.012,-3.53,102.1,105.6,-3.2
183,Monmouth,MAAC,1284,2018,-1.21,103.5,104.7,70,-0.112,-0.86,104.8,105.7,5.06
95,Monmouth 1,MAAC,1284,2016,8.1,107.3,99.2,73,0.021,-2.03,103.7,105.7,6.06
81,Monmouth 4,MAAC,1284,2017,8.61,109.1,100.5,72.4,0.07,-2.63,103.6,106.2,2.02
114,Montana,BSky,1285,2011,5.04,101.8,96.8,62.7,0.008,-1.98,103.5,105.4,2.65
216,Montana,BSky,1285,2014,-4.45,107.4,111.9,59.8,0.002,-6.45,103.7,110.1,4.97
143,Montana,BSky,1285,2016,2.28,106.9,104.6,65.4,0.005,-4.78,102.7,107.5,9.77
194,Montana,BSky,1285,2017,-2.06,106.1,108.2,66.7,-0.05,-4.94,103.5,108.4,0.79
195,Montana St.,BSky,1286,2010,-1.78,103.4,105.2,63.4,0.018,-1.33,104.2,105.5,2.86
250,Montana St.,BSky,1286,2011,-7.8,100.2,108,64.3,0.005,-2.72,101.7,104.4,-0.63
291,Montana St.,BSky,1286,2012,-11.84,97.3,109.1,66.2,0.028,-5.39,101.7,107.1,-3.02
302,Montana St.,BSky,1286,2013,-13.38,100.4,113.8,64.8,0.032,-8.38,99.2,107.5,-5.82
302,Montana St.,BSky,1286,2014,-13.51,95,108.5,63.9,0.056,-7.16,103.3,110.5,-2.84
320,Montana St.,BSky,1286,2015,-15.16,95.7,110.8,65.3,-0.056,-4.04,104.4,108.4,1.95
246,Montana St.,BSky,1286,2016,-7.2,106.5,113.7,68.5,-0.024,-5.34,102.2,107.6,2.9
240,Montana St.,BSky,1286,2017,-6.51,103.1,109.6,69.3,-0.025,-6.68,103.4,110.1,-2.98
270,Montana St.,BSky,1286,2018,-9.27,102.1,111.3,69.7,0.026,-2.85,104.5,107.4,-1.88
104,Montana 13,BSky,1285,2012,6.76,103.7,96.9,64.2,0.064,-5.3,102.5,107.8,-0.72
145,Montana 13,BSky,1285,2013,2.14,104.9,102.8,62.7,0.175,-5.21,101.8,107,8.71
95,Montana 14,BSky,1285,2010,8.08,106.5,98.4,62,-0.042,-2.21,103.4,105.6,-0.86
72,Montana 14,BSky,1285,2018,10.4,108.8,98.4,68,0,-1.96,104,106,2.09
164,Montana 7,BSky,1285,2015,0.15,106,105.8,62,0.003,-4.19,104.3,108.4,5.09
102,Morehead St.,OVC,1287,2010,7,105.1,98.1,64.7,-0.017,-4.33,101.3,105.6,1.84
198,Morehead St.,OVC,1287,2012,-2.75,100.5,103.2,59.8,0.027,-2.41,102.1,104.5,3.82
225,Morehead St.,OVC,1287,2013,-5.04,99.6,104.6,68.2,0.033,-0.87,103.7,104.5,4.03
180,Morehead St.,OVC,1287,2014,-1.02,102.9,103.9,67.5,0.038,-3.13,104.6,107.7,1.03
154,Morehead St.,OVC,1287,2015,0.98,104.1,103.1,64.9,-0.094,-2.55,103.7,106.2,1.12
126,Morehead St.,OVC,1287,2016,3.78,106.6,102.8,65.7,-0.006,-1.06,105.4,106.4,3.12
203,Morehead St.,OVC,1287,2017,-3.06,106.7,109.8,68.7,-0.005,-1,105.2,106.2,4.42
273,Morehead St.,OVC,1287,2018,-9.96,99,109,68.5,-0.069,-0.74,104.7,105.5,7.6
89,Morehead St. 13,OVC,1287,2011,7.01,105.6,98.6,63.4,0.023,-2.89,102.2,105.1,2.66
247,Morgan St.,MEAC,1288,2011,-7.3,94.8,102.1,65.5,0.042,-9.71,98.5,108.2,0.61
252,Morgan St.,MEAC,1288,2012,-7.93,99.3,107.2,65.8,-0.106,-5.67,99,104.6,4.4
202,Morgan St.,MEAC,1288,2013,-3.19,99.4,102.6,65.9,-0.049,-6.89,96.8,103.6,0.88
224,Morgan St.,MEAC,1288,2014,-5.11,100.4,105.5,67.5,0.005,-5.91,101,106.9,6.11
332,Morgan St.,MEAC,1288,2015,-18.87,94.3,113.2,64.4,0.029,-4.98,100.6,105.6,2.66
304,Morgan St.,MEAC,1288,2016,-13.58,94.9,108.5,69.1,-0.114,-8.48,99.9,108.4,3.11
324,Morgan St.,MEAC,1288,2017,-15.47,91.2,106.6,67.7,0.038,-12.66,98.1,110.7,-3.2
324,Morgan St.,MEAC,1288,2018,-14.82,96.3,111.1,68.9,-0.06,-11.95,98.6,110.5,0.36
156,Morgan St. 15,MEAC,1288,2010,1.58,105.5,104,68.6,0.078,-7.71,98.2,105.9,0.13
182,Mount St. Mary's,NEC,1289,2010,-0.83,96.8,97.6,65.9,-0.065,-6.81,98.6,105.4,6.94
249,Mount St. Mary's,NEC,1289,2011,-7.75,94.9,102.6,64,-0.019,-2.05,101.9,103.9,2.88
294,Mount St. Mary's,NEC,1289,2012,-12.21,93.4,105.6,62.6,-0.051,-4.56,100.2,104.8,0.43
211,Mount St. Mary's,NEC,1289,2013,-3.78,102.5,106.3,66,0.118,-3.85,101.8,105.6,3.04
226,Mount St. Mary's,NEC,1289,2015,-4.97,98.5,103.4,62.4,0.04,-4.84,102,106.9,5.25
263,Mount St. Mary's,NEC,1289,2016,-8.78,93.7,102.4,68.5,-0.032,-8.2,100.3,108.5,2.4
238,Mount St. Mary's,NEC,1289,2018,-6.36,103.7,110.1,64.7,0.029,-8.63,100.7,109.4,-3.44
209,Mount St. Mary's 16,NEC,1289,2014,-3.96,107.8,111.7,68.2,0.031,-4.27,102.7,107,3.09
209,Mount St. Mary's 16,NEC,1289,2017,-3.86,99.5,103.4,66.8,0.074,-4.49,102,106.5,11.52
131,Murray St.,OVC,1293,2013,3.37,105.6,102.3,64.9,-0.012,-3.07,102.2,105.3,2.4
135,Murray St.,OVC,1293,2014,3.23,109,105.8,66.2,0.032,-4.46,104.3,108.8,2.86
163,Murray St.,OVC,1293,2016,-0.1,106.3,106.4,64.3,-0.041,-3.21,103.5,106.7,3.78
197,Murray St.,OVC,1293,2017,-2.61,107.2,109.8,68.7,-0.087,-4.05,103.6,107.6,0.01
62,Murray St. 12,OVC,1293,2018,12.19,112.9,100.7,67.2,0,-3.56,102.9,106.4,-0.99
53,Murray St. 13,OVC,1293,2010,15.06,109,94,65.6,-0.011,-5.78,100.2,106,-5.24
57,Murray St. 3,OVC,1293,2015,12.04,116.5,104.5,66.8,0.076,-2.61,102.8,105.4,-1.08
134,Murray St. 6,OVC,1293,2011,3.01,105,102,62.4,0.04,-5.1,100.5,105.6,-2.62
35,Murray St. 6,OVC,1293,2012,15.34,108.5,93.2,65,0.031,-2.34,102.9,105.2,3.63
291,Navy,Pat,1298,2010,-12.7,96.3,109,70.7,0.077,-8.5,98.3,106.8,-7.71
272,Navy,Pat,1298,2011,-9.84,93.2,103,69.4,-0.039,-5,101.6,106.6,-5.12
329,Navy,Pat,1298,2012,-19.15,91.4,110.6,59.5,-0.055,-4.03,101.8,105.8,-4.85
317,Navy,Pat,1298,2013,-15.2,90,105.2,59.4,-0.049,-4.13,100.5,104.6,-7.82
308,Navy,Pat,1298,2014,-13.87,93,106.8,61.8,-0.028,-4.77,102.8,107.6,-9.47
277,Navy,Pat,1298,2015,-9.04,98.9,107.9,61,0.005,-4.89,103.5,108.4,-3.04
204,Navy,Pat,1298,2016,-3.68,99.4,103.1,64.9,-0.006,-7.48,101.7,109.2,-4.04
206,Navy,Pat,1298,2017,-3.47,99.9,103.4,64.2,-0.012,-4.19,101.5,105.7,-3.3
225,Navy,Pat,1298,2018,-5.67,98.7,104.3,65.4,0.095,-8.2,100.8,109,-6.56
93,Nebraska,B12,1304,2010,8.28,107,98.7,62.8,-0.067,8.03,106.3,98.3,-8.83
152,Nebraska,B10,1304,2012,1.62,103.4,101.7,61.5,0.034,8.58,108.4,99.8,-4.92
136,Nebraska,B10,1304,2013,3.03,102.1,99.1,60.5,0.104,10.22,108,97.8,-1.29
121,Nebraska,B10,1304,2015,4.62,99.6,95,63.3,-0.017,7.59,109.1,101.5,-3.77
85,Nebraska,B10,1304,2016,8.82,110.4,101.6,67.1,-0.097,5.74,107.4,101.6,-6.8
107,Nebraska,B10,1304,2017,5.14,105,99.8,68.1,0.011,11.37,111.2,99.8,6.66
333,Nebraska Omaha,ind,1303,2012,-20.56,97.1,117.6,70.4,-0.054,-1.49,102.5,104,-0.42
321,Nebraska Omaha,Sum,1303,2013,-16.33,101.8,118.1,70.9,0.095,-3.99,101,105,-1.9
177,Nebraska Omaha,Sum,1303,2014,-0.86,104.5,105.4,72.2,-0.053,-2.51,104.2,106.7,-1.98
256,Nebraska Omaha,Sum,1303,2015,-7.57,102.9,110.5,73.4,-0.042,-5.38,101.5,106.9,-6.69
148,Nebraska Omaha,Sum,1303,2016,1.83,109.7,107.9,76.2,-0.052,-0.98,105.1,106.1,-1.05
176,Nebraska Omaha,Sum,1303,2017,-0.4,108.6,109,73.8,0.086,-0.59,106.2,106.8,4.11
283,Nebraska Omaha,Sum,1303,2018,-10.67,104.1,114.7,69.8,0.012,1.8,106.9,105.1,4.31
56,Nebraska 11,B10,1304,2014,12.64,108.8,96.1,64.7,0.047,9.3,108.4,99.1,-1.95
64,Nebraska 5,B12,1304,2011,11.82,104.9,93.1,62.2,-0.049,4.21,105.6,101.4,-11.74
55,Nebraska 5,B10,1304,2018,13.54,110.6,97.1,67.4,0.055,7.14,108.4,101.3,-3.1
160,Nevada,WAC,1305,2011,0.44,104.3,103.9,66.8,-0.05,1.65,104.6,103,1.68
172,Nevada,MWC,1305,2013,-0.28,105.1,105.4,65.5,0.038,6.56,106.1,99.5,-1.12
143,Nevada,MWC,1305,2014,2.21,109.5,107.3,63.4,0.027,3.2,107.3,104.1,1.31
270,Nevada,MWC,1305,2015,-8.54,97.8,106.4,63.7,-0.083,0.53,103.8,103.3,-2.98
